Date-LocalTime,Voltage(V),Current(A),Inductance(H),dI/dt,Resistance(Ohms),ADR temp
2017-08-11 10:20:36.404000,0.0,0.0,16,0.008333333333333333,0,1.1973316993506529
2017-08-11 10:20:39.371000,0.02,0.0039,16,0.008333333333333333,-29.05982905982906,1.1940444966217967
2017-08-11 10:20:42.314000,0.1,0.0267,16,0.008333333333333333,-1.2484394506866414,-1.0
2017-08-11 10:20:45.264000,0.1,0.0513,16,0.008333333333333333,-0.6497725795971409,-1.0
2017-08-11 10:20:48.215000,0.11,0.0759,16,0.008333333333333333,-0.30742204655248134,-1.0
2017-08-11 10:20:51.166000,0.11,0.1003,16,0.008333333333333333,-0.23263542705217677,-1.0
2017-08-11 10:20:54.109000,0.12,0.125,16,0.008333333333333333,-0.10666666666666669,-1.0
2017-08-11 10:20:57.063000,0.12,0.1496,16,0.008333333333333333,-0.08912655971479502,1.2227666399978003
2017-08-11 10:21:00.008000,0.12,0.1743,16,0.008333333333333333,-0.07649646203863072,-1.0
2017-08-11 10:21:02.962000,0.12,0.1988,16,0.008333333333333333,-0.06706908115358821,-1.0
2017-08-11 10:21:05.905000,0.12,0.2234,16,0.008333333333333333,-0.05968367651447331,1.2807108182555602
2017-08-11 10:21:08.861000,0.13,0.248,16,0.008333333333333333,-0.013440860215053738,-1.0
2017-08-11 10:21:11.804000,0.12,0.2726,16,0.008333333333333333,-0.04891171435558817,-1.0
2017-08-11 10:21:14.754000,0.13,0.2971,16,0.008333333333333333,-0.011219566924716685,-1.0
2017-08-11 10:21:17.695000,0.13,0.3217,16,0.008333333333333333,-0.010361620557455167,-1.0
2017-08-11 10:21:20.648000,0.14,0.3463,16,0.008333333333333333,0.019251131003946525,1.3711876392574007
2017-08-11 10:21:23.591000,0.13,0.3708,16,0.008333333333333333,-0.008989572096368196,1.4144150052819604
2017-08-11 10:21:26.555000,0.14,0.3953,16,0.008333333333333333,0.016864828400371065,1.4265577444161277
2017-08-11 10:21:29.506000,0.14,0.42,16,0.008333333333333333,0.01587301587301591,-1.0
2017-08-11 10:21:32.462000,0.14,0.4445,16,0.008333333333333333,0.01499812523434574,-1.0
2017-08-11 10:21:35.404000,0.13,0.4692,16,0.008333333333333333,-0.007104290991759009,-1.0
2017-08-11 10:21:38.355000,0.14,0.4938,16,0.008333333333333333,0.013500742540839777,1.4872714400869642
2017-08-11 10:21:41.303000,0.14,0.5184,16,0.008333333333333333,0.012860082304526779,1.5227441154367967
2017-08-11 10:21:44.245000,0.14,0.5429,16,0.008333333333333333,0.012279732301835846,-1.0
2017-08-11 10:21:47.196000,0.15,0.5675,16,0.008333333333333333,0.029368575624082224,-1.0
2017-08-11 10:21:50.146000,0.14,0.5921,16,0.008333333333333333,0.01125935934245344,1.5709379344488617
2017-08-11 10:21:53.087000,0.14,0.6167,16,0.008333333333333333,0.01081022647424466,-1.0
2017-08-11 10:21:56.037000,0.15,0.6412,16,0.008333333333333333,0.02599292992306092,1.6029318422425127
2017-08-11 10:21:58.981000,0.15,0.6659,16,0.008333333333333333,0.02502878310056564,-1.0
2017-08-11 10:22:01.933000,0.15,0.6904,16,0.008333333333333333,0.024140594824256463,1.6276975030090486
2017-08-11 10:22:04.885000,0.15,0.7149,16,0.008333333333333333,0.02331328390917144,1.6632981403609437
2017-08-11 10:22:07.846000,0.15,0.7394,16,0.008333333333333333,0.022540798845911095,-1.0
2017-08-11 10:22:10.791000,0.15,0.764,16,0.008333333333333333,0.021815008726003487,-1.0
2017-08-11 10:22:13.745000,0.15,0.7886,16,0.008333333333333333,0.021134499957730996,-1.0
2017-08-11 10:22:16.697000,0.15,0.8133,16,0.008333333333333333,0.020492643141112335,1.7022257943867423
2017-08-11 10:22:19.637000,0.15,0.8379,16,0.008333333333333333,0.019890997334606354,-1.0
2017-08-11 10:22:22.580000,0.15,0.8625,16,0.008333333333333333,0.019323671497584537,1.7350457310985763
2017-08-11 10:22:25.533000,0.14,0.8869,16,0.008333333333333333,0.007516818882249049,-1.0
2017-08-11 10:22:28.476000,0.15,0.9116,16,0.008333333333333333,0.018282872604943684,-1.0
2017-08-11 10:22:31.433000,0.15,0.9361,16,0.008333333333333333,0.01780436563045258,-1.0
2017-08-11 10:22:34.376000,0.15,0.9607,16,0.008333333333333333,0.01734846119149231,1.8275441809591122
2017-08-11 10:22:37.327000,0.15,0.9852,16,0.008333333333333333,0.016917038841521178,1.8447629916666239
2017-08-11 10:22:40.267000,0.16,1.0099,16,0.008333333333333333,0.026405254645674493,1.8275441809591122
2017-08-11 10:22:43.224000,0.16,1.0344,16,0.008333333333333333,0.02577984016499098,-1.0
2017-08-11 10:22:46.176000,0.15,1.059,16,0.008333333333333333,0.01573811772112055,1.8715478083227537
2017-08-11 10:22:49.127000,0.15,1.0834,16,0.008333333333333333,0.015383668697310933,1.8868534178405421
2017-08-11 10:22:52.078000,0.16,1.108,16,0.008333333333333333,0.02406738868832732,1.9086964533600401
2017-08-11 10:22:55.018000,0.15,1.1327,16,0.008333333333333333,0.014714104940996436,-1.0
2017-08-11 10:22:57.969000,0.16,1.1573,16,0.008333333333333333,0.023042138310435212,1.9466125392254705
2017-08-11 10:23:00.923000,0.16,1.1818,16,0.008333333333333333,0.022564449709482716,-1.0
2017-08-11 10:23:03.867000,0.16,1.2064,16,0.008333333333333333,0.02210433244916004,-1.0
2017-08-11 10:23:06.808000,0.15,1.231,16,0.008333333333333333,0.013539128080151635,2.0015105764307148
2017-08-11 10:23:09.758000,0.16,1.2556,16,0.008333333333333333,0.021238186258893493,1.9929544219498856
