Date-LocalTime,Voltage(V),Current(A),Inductance(H),dI/dt,Resistance(Ohms),ADR temp
2017-08-15 11:06:26.577000,-0.0,0.0,16,0,0,1.1693904761553786
2017-08-15 11:06:30.533000,0.07,0.0141,16,0.008333333333333333,0,-1.0
2017-08-15 11:06:34.458000,0.11,0.0468,16,0.008333333333333333,0,1.1421002123592083
2017-08-15 11:06:38.395000,0.11,0.0798,16,0.008333333333333333,-0.29239766081871343,1.1458964016525279
2017-08-15 11:06:42.324000,0.12,0.1125,16,0.008333333333333333,-0.11851851851851854,-1.0
2017-08-15 11:06:46.266000,0.11,0.1453,16,0.008333333333333333,-0.16058729066299607,1.1891136925285135
2017-08-15 11:06:50.193000,0.11,0.178,16,0.008333333333333333,-0.13108614232209737,-1.0
2017-08-15 11:06:54.122000,0.13,0.2107,16,0.008333333333333333,-0.015820281601012467,1.2264456354427375
2017-08-15 11:06:58.058000,0.12,0.2436,16,0.008333333333333333,-0.05473453749315819,1.2402418683612517
2017-08-15 11:07:01.986000,0.12,0.2762,16,0.008333333333333333,-0.04827419744146755,1.2761120739493887
2017-08-15 11:07:05.928000,0.12,0.3091,16,0.008333333333333333,-0.04313598619648443,1.3223327951984296
2017-08-15 11:07:09.852000,0.13,0.3418,16,0.008333333333333333,-0.009752291788570296,1.3541946500194977
2017-08-15 11:07:13.798000,0.12,0.3748,16,0.008333333333333333,-0.03557452863749556,-1.0
2017-08-15 11:07:17.721000,0.12,0.4074,16,0.008333333333333333,-0.03272786777941418,1.4047008139746266
2017-08-15 11:07:21.657000,0.12,0.4402,16,0.008333333333333333,-0.030289262456459194,1.4119864574551269
2017-08-15 11:07:25.592000,0.13,0.473,16,0.008333333333333333,-0.007047216349541918,1.4350576618100448
2017-08-15 11:07:29.520000,0.13,0.5058,16,0.008333333333333333,-0.006590220113351773,1.4666287835588798
2017-08-15 11:07:33.460000,0.14,0.5386,16,0.008333333333333333,0.012377769525931457,1.5131053516343835
2017-08-15 11:07:37.386000,0.14,0.5712,16,0.008333333333333333,0.011671335200746992,1.547529508071573
2017-08-15 11:07:41.320000,0.15,0.604,16,0.008333333333333333,0.027593818984547457,1.5544143393590109
2017-08-15 11:07:45.248000,0.15,0.6368,16,0.008333333333333333,0.026172529313232825,1.5723149007063493
2017-08-15 11:07:49.186000,0.14,0.6695,16,0.008333333333333333,0.009957679860592504,1.6029318422425127
2017-08-15 11:07:53.117000,0.14,0.7023,16,0.008333333333333333,0.00949261948834783,1.6215060878174146
2017-08-15 11:07:57.039000,0.15,0.7352,16,0.008333333333333333,0.022669568371418203,1.674133116946303
2017-08-15 11:08:00.981000,0.15,0.768,16,0.008333333333333333,0.021701388888888885,1.6911595087232965
2017-08-15 11:08:04.905000,0.15,0.8006,16,0.008333333333333333,0.020817720043300854,1.7022257943867423
2017-08-15 11:08:08.845000,0.15,0.8336,16,0.008333333333333333,0.019993602047344846,1.7125899849273214
2017-08-15 11:08:12.770000,0.15,0.8662,16,0.008333333333333333,0.019241129839144153,1.7315910009183832
2017-08-15 11:08:16.707000,0.15,0.8989,16,0.008333333333333333,0.018541179960692693,1.7868666838014722
2017-08-15 11:08:20.635000,0.15,0.9318,16,0.008333333333333333,0.017886527867210414,1.8122385714413238
2017-08-15 11:08:24.564000,0.15,0.9644,16,0.008333333333333333,0.017281902391815287,1.8313705833385592
2017-08-15 11:08:28.507000,0.15,0.9974,16,0.008333333333333333,0.01671011296036361,-1.0
2017-08-15 11:08:32.435000,0.15,1.0301,16,0.008333333333333333,0.016179658932789692,1.8390233880974534
2017-08-15 11:08:36.376000,0.16,1.0629,16,0.008333333333333333,0.025088594097908243,1.8753742107022007
2017-08-15 11:08:40.303000,0.16,1.0957,16,0.008333333333333333,0.02433756198472819,1.8983326249788832
2017-08-15 11:08:44.244000,0.16,1.1285,16,0.008333333333333333,0.023630187564613797,1.9634641329434397
2017-08-15 11:08:48.172000,0.15,1.1612,16,0.008333333333333333,0.01435296819382248,-1.0
2017-08-15 11:08:52.104000,0.16,1.1941,16,0.008333333333333333,0.022332021327080374,1.9718899298024242
2017-08-15 11:08:56.149000,0.16,1.2277,16,0.008333333333333333,0.02172083299394532,-1.0
2017-08-15 11:09:00.077000,0.15,1.2603,16,0.008333333333333333,0.013224364569282443,-1.0
2017-08-15 11:09:04.015000,0.15,1.2932,16,0.008333333333333333,0.012887926590370139,-1.0
2017-08-15 11:09:07.944000,0.15,1.3259,16,0.008333333333333333,0.012570078185886313,2.059145505686935
2017-08-15 11:09:11.992000,0.16,1.3597,16,0.008333333333333333,0.019612169351082353,2.0476185198356909
2017-08-15 11:09:15.917000,0.15,1.3924,16,0.008333333333333333,0.011969740496026043,2.0499239170059398
2017-08-15 11:09:19.862000,0.16,1.4253,16,0.008333333333333333,0.01870951144788232,2.130834762443198
2017-08-15 11:09:23.788000,0.15,1.458,16,0.008333333333333333,0.011431184270690441,2.1459021275552979
2017-08-15 11:09:27.715000,0.16,1.4908,16,0.008333333333333333,0.017887487702352208,-1.0
2017-08-15 11:09:31.654000,0.16,1.5235,16,0.008333333333333333,0.017503555409692596,2.1358572174805648
2017-08-15 11:09:35.583000,0.16,1.5564,16,0.008333333333333333,0.017133556069562243,2.1459021275552979
2017-08-15 11:09:39.520000,0.15,1.5891,16,0.008333333333333333,0.010488116963480374,2.1735256302608139
