Date-LocalTime,Voltage(V),Current(A),Inductance(H),dI/dt,Resistance(Ohms),ADR temp
2017-08-11 15:30:31.639000,0.01,0.5,16,0,0,0.23217375751510691
2017-08-11 15:30:35.600000,0.04,0.5095,16,0.0016666666666666668,0,-1.0
2017-08-11 15:30:39.524000,-0.01,0.5035,16,0.0016666666666666668,0,-1.0
2017-08-11 15:30:43.465000,-0.02,0.4969,16,0.0016666666666666668,0,-1.0
2017-08-11 15:30:47.389000,-0.01,0.4903,16,0.0016666666666666668,0,0.23367067341755324
2017-08-11 15:30:51.329000,-0.02,0.4838,16,0.0016666666666666668,0,0.23287444155454987
2017-08-11 15:30:55.256000,-0.02,0.4772,16,0.0016666666666666668,0,0.23086793725978139
2017-08-11 15:30:59.197000,-0.01,0.4707,16,0.0016666666666666668,0,-1.0
2017-08-11 15:31:03.123000,-0.01,0.4641,16,0.0016666666666666668,0,0.22772794346540393
2017-08-11 15:31:07.048000,-0.01,0.4576,16,0.0016666666666666668,0,0.22516011334840458
2017-08-11 15:31:10.991000,-0.01,0.451,16,0.0016666666666666668,0,0.22296735954062985
2017-08-11 15:31:14.921000,-0.02,0.4444,16,0.0016666666666666668,0,0.22109197799450675
2017-08-11 15:31:18.864000,-0.01,0.4379,16,0.0016666666666666668,0,0.21872426768556433
2017-08-11 15:31:22.790000,-0.01,0.4313,16,0.0016666666666666668,0,0.21651812710176854
2017-08-11 15:31:26.731000,-0.02,0.4247,16,0.0016666666666666668,0,0.21423412273266235
2017-08-11 15:31:30.657000,-0.02,0.4182,16,0.0016666666666666668,0,0.21179439079293524
2017-08-11 15:31:34.588000,-0.01,0.4117,16,0.0016666666666666668,0,0.20921463459325695
2017-08-11 15:31:38.541000,0.03,0.4186,16,0.00016666666666666666,0,0.20659398506474719
2017-08-11 15:31:42.471000,0.01,0.4185,16,0.00016666666666666666,0,-1.0
2017-08-11 15:31:46.412000,0.01,0.4177,16,0.00016666666666666666,0,-1.0
2017-08-11 15:31:50.338000,-0.0,0.4171,16,0.00016666666666666666,0,-1.0
2017-08-11 15:31:54.280000,0.01,0.4165,16,0.00016666666666666666,0,0.20283694768759158
2017-08-11 15:31:58.229000,0.04,0.4262,16,8.333333333333333e-05,0,0.20272098974385222
2017-08-11 15:32:02.159000,0.0,0.4263,16,8.333333333333333e-05,0,-1.0
2017-08-11 15:32:06.090000,0.0,0.4261,16,8.333333333333333e-05,0,0.2025586486226171
2017-08-11 15:32:10.017000,-0.0,0.4257,16,8.333333333333333e-05,0,-1.0
2017-08-11 15:32:13.960000,0.01,0.4253,16,8.333333333333333e-05,0,-1.0
2017-08-11 15:32:17.885000,0.01,0.4251,16,8.333333333333333e-05,0,0.20350950376127994
2017-08-11 15:32:21.828000,0.01,0.4247,16,8.333333333333333e-05,0,0.20422844301246404
2017-08-11 15:32:25.752000,0.0,0.4244,16,8.333333333333333e-05,0,-1.0
2017-08-11 15:32:29.688000,0.01,0.4241,16,8.333333333333333e-05,0,-1.0
2017-08-11 15:32:33.618000,0.01,0.4237,16,8.333333333333333e-05,0,-1.0
2017-08-11 15:32:37.543000,-0.0,0.4233,16,8.333333333333333e-05,0,-1.0
2017-08-11 15:32:41.487000,-0.0,0.423,16,8.333333333333333e-05,0,-1.0
2017-08-11 15:32:45.525000,0.0,0.4228,16,8.333333333333333e-05,0,-1.0
2017-08-11 15:32:49.465000,0.0,0.4224,16,8.333333333333333e-05,0,0.20274418133260008
2017-08-11 15:32:53.393000,-0.0,0.4221,16,8.333333333333333e-05,0,0.20304567198632245
2017-08-11 15:32:57.334000,0.0,0.4218,16,8.333333333333333e-05,0,-1.0
2017-08-11 15:33:01.261000,0.0,0.4214,16,8.333333333333333e-05,0,0.20248907385637346
2017-08-11 15:33:05.192000,0.01,0.4211,16,8.333333333333333e-05,0,0.201839709371433
2017-08-11 15:33:09.154000,-0.04,0.406,16,1.6666666666666667e-05,0,0.2024658822676256
2017-08-11 15:33:13.102000,0.0,0.4052,16,8.333333333333333e-05,0,-1.0
2017-08-11 15:33:17.044000,-0.0,0.4049,16,8.333333333333333e-05,0,0.1994303080308702
2017-08-11 15:33:21.732000,0.01,0.4048,16,0,0,0.19903916929225116
2017-08-11 15:33:26.426000,0.0,0.4048,16,0,0,-1.0
2017-08-11 15:33:30.142000,0.0,0.4048,16,0,0,0.19706288934975494
2017-08-11 15:33:34.829000,-0.0,0.4046,16,0,0,0.19663057811233389
2017-08-11 15:33:39.528000,0.01,0.4048,16,0,0,-1.0
