Date-LocalTime,Voltage(V),Current(A),Inductance(H),dI/dt,Resistance(Ohms),ADR temp
2017-08-14 11:50:40.119000,0.0,-0.0001,16,0,0,1.182539287070802
2017-08-14 11:50:44.093000,0.07,0.0143,16,0.008333333333333333,0,-1.0
2017-08-14 11:50:48.020000,0.11,0.047,16,0.008333333333333333,0,1.2098901559405206
2017-08-14 11:50:51.945000,0.11,0.0797,16,0.008333333333333333,-0.2927645336679214,1.2034519139118802
2017-08-14 11:50:55.887000,0.12,0.1126,16,0.008333333333333333,-0.11841326228537598,1.1882918918462992
2017-08-14 11:50:59.813000,0.12,0.1453,16,0.008333333333333333,-0.09176416609314064,1.2062111604955832
2017-08-14 11:51:03.756000,0.12,0.1781,16,0.008333333333333333,-0.0748643084409508,-1.0
2017-08-14 11:51:07.682000,0.11,0.2108,16,0.008333333333333333,-0.11068943706514864,1.2623158410308746
2017-08-14 11:51:11.623000,0.12,0.2437,16,0.008333333333333333,-0.05471207769115033,-1.0
2017-08-14 11:51:15.551000,0.13,0.2765,16,0.008333333333333333,-0.012055455093429753,1.332953413472119
2017-08-14 11:51:19.480000,0.13,0.3092,16,0.008333333333333333,-0.010780508840017229,1.3520705263647599
2017-08-14 11:51:23.419000,0.13,0.342,16,0.008333333333333333,-0.009746588693957095,1.3563187736742355
2017-08-14 11:51:27.343000,0.13,0.3748,16,0.008333333333333333,-0.00889363215937387,1.3818082575310902
2017-08-14 11:51:31.282000,0.13,0.4076,16,0.008333333333333333,-0.008177952240758898,1.4314148400697946
2017-08-14 11:51:35.208000,0.14,0.4402,16,0.008333333333333333,0.015144631228229628,1.4775572487796305
2017-08-14 11:51:39.150000,0.14,0.4732,16,0.008333333333333333,0.014088475626937198,1.4921285357406311
2017-08-14 11:51:43.074000,0.15,0.5058,16,0.008333333333333333,0.03295110056675892,1.5351368117541848
2017-08-14 11:51:47.006000,0.15,0.5386,16,0.008333333333333333,0.030944423814828564,1.5282519804667469
2017-08-14 11:51:50.937000,0.15,0.5713,16,0.008333333333333333,0.02917323064356146,1.5612991706464487
2017-08-14 11:51:54.970000,0.14,0.605,16,0.008333333333333333,0.011019283746556498,-1.0
2017-08-14 11:51:58.911000,0.15,0.6377,16,0.008333333333333333,0.02613559144843447,1.6106711112320551
2017-08-14 11:52:02.837000,0.15,0.6706,16,0.008333333333333333,0.024853365145640714,1.6338889182006824
2017-08-14 11:52:06.778000,0.15,0.7035,16,0.008333333333333333,0.023691068467187864,1.6663938479567606
2017-08-14 11:52:10.706000,0.16,0.7362,16,0.008333333333333333,0.03622204111201667,1.7056805245669353
2017-08-14 11:52:14.643000,0.15,0.7689,16,0.008333333333333333,0.021675987341223387,1.7454099216391554
2017-08-14 11:52:18.569000,0.15,0.8016,16,0.008333333333333333,0.020791749833665996,1.7609562074500242
2017-08-14 11:52:22.496000,0.15,0.8343,16,0.008333333333333333,0.019976826880818244,1.7523193819995415
2017-08-14 11:52:26.436000,0.15,0.8672,16,0.008333333333333333,0.01921894218942189,-1.0
2017-08-14 11:52:30.362000,0.15,0.8998,16,0.008333333333333333,0.01852263465955397,1.802672565492706
2017-08-14 11:52:34.301000,0.15,0.9327,16,0.008333333333333333,0.017869268432150386,1.8792006130816479
2017-08-14 11:52:38.228000,0.15,0.9654,16,0.008333333333333333,0.017264001104896065,1.9150158010042784
2017-08-14 11:52:42.167000,0.16,0.9983,16,0.008333333333333333,0.026712077197903108,1.8925930214097126
2017-08-14 11:52:46.094000,0.15,1.031,16,0.008333333333333333,0.01616553507921112,-1.0
2017-08-14 11:52:50.026000,0.14,1.0637,16,0.008333333333333333,0.006267431293284461,1.8849402166508185
2017-08-14 11:52:53.958000,0.16,1.0965,16,0.008333333333333333,0.024319805441556472,1.9276544962927553
2017-08-14 11:52:57.887000,0.16,1.1293,16,0.008333333333333333,0.02361344785855545,-1.0
2017-08-14 11:53:01.824000,0.15,1.1621,16,0.008333333333333333,0.014341852393655163,1.9992737695941241
2017-08-14 11:53:05.749000,0.15,1.1948,16,0.008333333333333333,0.013949336011605843,2.0199537537927053
2017-08-14 11:53:09.689000,0.16,1.2276,16,0.008333333333333333,0.02172260236776366,2.0015105764307148
2017-08-14 11:53:13.615000,0.16,1.2603,16,0.008333333333333333,0.021158983310851916,2.0061213707712127
2017-08-14 11:53:17.552000,0.16,1.2932,16,0.008333333333333333,0.02062068254459223,-1.0
2017-08-14 11:53:21.482000,0.16,1.326,16,0.008333333333333333,0.020110608345902465,2.1157673973310982
2017-08-14 11:53:25.407000,0.16,1.3586,16,0.008333333333333333,0.01962804848127975,2.1433909000366147
2017-08-14 11:53:29.349000,0.16,1.3915,16,0.008333333333333333,0.0191639717331417,-1.0
2017-08-14 11:53:33.277000,0.16,1.4242,16,0.008333333333333333,0.018723961990357165,2.1283235349245149
