Date-LocalTime,Voltage(V),Current(A),Inductance(H),dI/dt,Resistance(Ohms),ADR temp
2017-08-10 15:46:45.521000,0.0,0.0,16,0.008333333333333333,0,1.1367855473485613
2017-08-10 15:46:48.485000,-0.0,0.0001,16,0.008333333333333333,-1333.3333333333333,-1.0
2017-08-10 15:46:51.435000,0.08,0.0186,16,0.008333333333333333,-2.867383512544803,-1.0
2017-08-10 15:46:54.386000,0.1,0.0433,16,0.008333333333333333,-0.7698229407236334,1.1360263094898975
2017-08-10 15:46:57.335000,0.11,0.0679,16,0.008333333333333333,-0.34364261168384874,1.1428594502178726
2017-08-10 15:47:00.283000,0.12,0.0925,16,0.008333333333333333,-0.14414414414414417,1.1443779259352005
2017-08-10 15:47:03.236000,0.11,0.1169,16,0.008333333333333333,-0.19960079840319359,-1.0
2017-08-10 15:47:06.186000,0.12,0.1416,16,0.008333333333333333,-0.09416195856873824,-1.0
2017-08-10 15:47:09.146000,0.11,0.1661,16,0.008333333333333333,-0.1404776239213325,1.1899354932107271
2017-08-10 15:47:12.096000,0.12,0.1907,16,0.008333333333333333,-0.06991784653032687,1.2089704070792859
2017-08-10 15:47:15.036000,0.12,0.2154,16,0.008333333333333333,-0.061900340451872496,1.2319641286101433
2017-08-10 15:47:17.986000,0.12,0.24,16,0.008333333333333333,-0.055555555555555566,1.241161617222486
2017-08-10 15:47:20.933000,0.12,0.2646,16,0.008333333333333333,-0.05039052658100278,-1.0
2017-08-10 15:47:23.886000,0.13,0.2892,16,0.008333333333333333,-0.011526048870447189,-1.0
2017-08-10 15:47:26.947000,0.13,0.3145,16,0.008333333333333333,-0.010598834128245874,1.3074639296152644
2017-08-10 15:47:29.997000,0.12,0.3391,16,0.008333333333333333,-0.03931976801336873,1.330829289817381
2017-08-10 15:47:32.949000,0.13,0.3646,16,0.008333333333333333,-0.009142439202779285,-1.0
2017-08-10 15:47:35.894000,0.13,0.3891,16,0.008333333333333333,-0.008566778034781102,-1.0
2017-08-10 15:47:38.837000,0.12,0.4137,16,0.008333333333333333,-0.03222947385383934,1.3956150612868863
2017-08-10 15:47:41.787000,0.14,0.4383,16,0.008333333333333333,0.015210282150733929,-1.0
2017-08-10 15:47:44.747000,0.13,0.4628,16,0.008333333333333333,-0.00720253529242292,1.4435575792039619
2017-08-10 15:47:47.697000,0.14,0.4875,16,0.008333333333333333,0.013675213675213706,1.4617716879052129
2017-08-10 15:47:50.754000,0.13,0.512,16,0.008333333333333333,-0.006510416666666654,1.4751287009527969
2017-08-10 15:47:53.705000,0.14,0.5376,16,0.008333333333333333,0.01240079365079368,-1.0
2017-08-10 15:47:56.656000,0.15,0.5622,16,0.008333333333333333,0.029645440531246285,1.5186132166643338
